drug_name,Total Articles,Positive Studies (%),Negative Studies (%),High Quality Evidence (%),Primary Safety Concern,Recent Publications (2yr),Literature Assessment,avg_rating,all_side_effects,overall_sentiment
ALYACEN 7/7/7,189,0,0,13.2,,49,Concerning,,,
KAITLIB FE,197,0,0,0.5,,47,Concerning,,,
FEMCON FE,1,0,0,0,,1,Concerning,4.0,weight gain,positive
NORETHINDRONE AND ETHINYL ESTRADIOL,33,0,0,15.2,,8,Concerning,2.33,fatigue | headache | insomnia | nausea | stomach pain | weight gain,negative
LO LOESTRIN FE,1,0,0,0,,1,Concerning,1.56,fatigue | headache | insomnia | nausea | weight gain,negative
GILDESS FE 1.5/30,4,0,0,0,,1,Concerning,,,
GILDESS FE 1/20,197,0,0,12.7,,70,Concerning,,,
ORTHO CYCLEN-21,188,0,0,5.9,,52,Concerning,3.33,diarrhea | fatigue | headache | nausea,positive
NORGESTIMATE AND ETHINYL ESTRADIOL,14,0,0,0,,6,Concerning,1.0,diarrhea | dizziness | nausea | vomiting,negative
ZARONTIN,1,0,0,100,,0,Mixed-Neutral,3.4,diarrhea | dizziness | fatigue | headache | insomnia | stomach pain | vomiting,positive
LODINE,2,0,0,0,,2,Concerning,3.0,diarrhea | fatigue | neuropathy | stomach pain,negative
ETODOLAC,99,15.2,6.1,15.2,,32,Concerning,2.8,diarrhea | insomnia | nausea,positive
AMIDATE,87,3.4,1.1,0,,38,Concerning,2.0,,negative
NEXPLANON,126,7.1,1.6,7.1,,65,Concerning,1.5,diarrhea | dizziness | fatigue | headache | nausea | neuropathy | vomiting | weight gain,negative
INTELENCE,2,0,0,0,,0,Concerning,5.0,,neutral
AFINITOR,7,0,0,14.3,,3,Concerning,3.0,fatigue | headache,negative
REPATHA,14,0,7.1,14.3,,6,Concerning,1.67,diarrhea | fatigue | headache | neuropathy | rash | weight loss,positive
EXEMESTANE,183,13.7,12.6,24.6,Gastrointestinal,67,Mixed-Neutral,1.0,,negative
AROMASIN,4,0,0,25,,1,Concerning,1.67,fatigue | headache | insomnia | nausea | neuropathy | rash | weight gain,negative
BYDUREON,12,8.3,0,8.3,,5,Concerning,2.71,fatigue | headache | nausea | vomiting | weight loss,negative
BYETTA,12,16.7,8.3,33.3,,4,Mixed-Neutral,3.18,fatigue | headache | nausea | stomach pain | vomiting | weight loss,positive
ZETIA,3,0,0,0,,1,Concerning,1.83,dizziness | fatigue | headache | stomach pain,negative
VYTORIN,11,72.7,0,27.3,,1,Mixed-Neutral,2.43,headache | insomnia | nausea | neuropathy | stomach pain,negative
FACTIVE,16,6.2,0,0,,4,Concerning,1.0,neuropathy | rash,negative
FAMOTIDINE,181,15.5,12.2,8.3,Nephrotoxicity,52,Concerning,2.14,diarrhea | headache | nausea | stomach pain,negative
FARXIGA,11,0,9.1,0,,4,Concerning,2.09,fatigue,negative
FASLODEX,15,20,20,6.7,,7,Concerning,3.5,fatigue | headache | nausea | stomach pain | vomiting,negative
FELDENE,2,0,0,50,,0,Mixed-Neutral,3.13,rash | stomach pain,negative
FELODIPINE,148,14.2,3.4,6.1,Hematologic,54,Concerning,3.5,dizziness | fatigue,positive
FEMARA,6,0,33.3,16.7,,3,Concerning,1.91,fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
FEMCON FE,1,0,0,0,,1,Concerning,4.0,weight gain,positive
FENOFIBRATE,192,28.6,17.7,11.5,Nephrotoxicity,82,Concerning,3.0,fatigue | stomach pain,positive
FENTANYL,190,28.9,25.8,7.4,Gastrointestinal,73,Concerning,3.71,dizziness | fatigue | headache | nausea | neuropathy,negative
FENTANYL CITRATE,37,13.5,2.7,13.5,,11,Concerning,5.0,,negative
FENTANYL CITRATE AND DROPERIDOL,15,0,0,20,,6,Concerning,,,
FENTANYL-100,25,0,0,20,,10,Concerning,3.5,diarrhea,negative
FENTANYL-25,27,0,0,22.2,,6,Concerning,3.0,nausea,negative
FENTORA,1,0,0,0,,1,Concerning,4.5,headache | nausea | vomiting,negative
FERAHEME,25,4,0,0,,9,Concerning,3.0,,negative
FERRLECIT,2,0,0,0,,0,Concerning,2.17,dizziness | fatigue | nausea | stomach pain | tachycardia,neutral
FETZIMA,1,0,0,0,,0,Concerning,2.94,dizziness | fatigue | headache | insomnia | nausea | stomach pain | tachycardia | weight gain | weight loss,positive
FINASTERIDE,181,33.1,11.6,18.2,Gastrointestinal,82,Mixed-Neutral,3.33,,negative
FIORICET,1,0,0,0,,0,Concerning,4.33,dizziness | fatigue | headache | nausea | rash | vomiting,positive
FIORICET W/ CODEINE,4,0,0,25,,2,Mixed-Neutral,4.07,headache | nausea | vomiting,positive
FLAGYL,10,0,10,10,,3,Concerning,1.67,diarrhea | dizziness | fatigue | headache | insomnia | nausea | neuropathy | weight loss,negative
FLAGYL ER,13,0,0,23.1,,8,Mixed-Neutral,2.82,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | tachycardia | vomiting,negative
FLAREX,1,0,0,0,,1,Concerning,4.0,,neutral
FLECAINIDE ACETATE,9,22.2,0,33.3,,4,Mixed-Neutral,3.12,fatigue | nausea,positive
FLECTOR,3,66.7,0,0,,1,Concerning,4.0,,positive
FLEXERIL,1,100,0,0,,1,Concerning,1.54,nausea | neuropathy,negative
FLOMAX,6,33.3,0,33.3,,2,Mixed-Neutral,1.62,fatigue | headache | insomnia | nausea,negative
FLONASE,5,20,0,0,,2,Concerning,1.07,diarrhea | dizziness | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | vomiting | weight loss,negative
FLORINEF,2,0,50,0,,1,Concerning,2.5,fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
FLOVENT,9,0,0,0,,3,Concerning,1.71,fatigue | headache | nausea | neuropathy | rash | stomach pain | vomiting,negative
FLOVENT DISKUS 50,7,0,0,85.7,,2,Mixed-Neutral,4.0,diarrhea,negative
FLOVENT HFA,2,0,0,0,,1,Concerning,2.56,dizziness | fatigue,negative
FLOXIN,2,0,0,0,,1,Concerning,1.5,insomnia | neuropathy,positive
FLUAD,28,7.1,3.6,28.6,,11,Mixed-Neutral,,,
FLUBLOK,25,4,8,24,,11,Mixed-Neutral,3.1,fatigue | headache | nausea | stomach pain,negative
FLUCELVAX,27,3.7,7.4,11.1,,4,Concerning,4.33,fatigue | headache | nausea | stomach pain | vomiting,negative
FLUCONAZOLE,185,17.8,29.2,11.4,Hematologic,59,Concerning,1.2,diarrhea | fatigue | nausea,negative
FLUMIST,23,8.7,4.3,4.3,,13,Concerning,,,
FLUNISOLIDE,12,50,0,0,,5,Concerning,2.0,,positive
FLUOROURACIL,165,27.9,13.9,6.1,Hematologic,45,Concerning,3.71,rash,positive
FLUOXETINE HYDROCHLORIDE,62,14.5,4.8,8.1,Cardiovascular,17,Concerning,1.67,dizziness,negative
FLUTICASONE PROPIONATE,170,17.1,3.5,26.5,,52,Mixed-Neutral,2.0,dizziness | fatigue | headache | insomnia | nausea,negative
FLUVOXAMINE MALEATE,12,0,8.3,16.7,,6,Concerning,2.0,,negative
FLUZONE,57,7,8.8,26.3,,25,Mixed-Neutral,2.0,headache | insomnia | nausea,negative
FML,191,5.2,1.6,11,Cardiovascular,51,Concerning,2.82,headache,negative
FOCALIN,3,0,0,0,,1,Concerning,2.9,fatigue | headache | insomnia | nausea | weight loss,positive
FOLIC ACID,181,21.5,13.8,15.5,Cardiovascular,58,Concerning,,,
FORADIL,3,0,0,0,,1,Concerning,5.0,,positive
FORTAMET,1,0,0,0,,0,Concerning,1.0,,negative
FORTEO,10,10,10,0,,4,Concerning,1.92,dizziness | fatigue | headache | insomnia | weight gain,negative
FORTICAL,1,0,0,0,,0,Concerning,3.5,,positive
FOSAMAX,7,0,0,0,,3,Concerning,1.2,diarrhea | fatigue | headache | nausea | stomach pain | vomiting,negative
FOSAMAX PLUS D,197,0,0,16.8,,42,Concerning,1.0,heart attack | nausea,negative
FRAGMIN,7,0,0,0,,2,Concerning,,,
FROVA,46,6.5,4.3,8.7,,14,Concerning,4.0,fatigue | headache | insomnia | nausea | neuropathy | stomach pain,positive
FUROSEMIDE,182,24.7,20.3,25.8,Cardiovascular,66,Concerning,5.0,,negative
FYCOMPA,11,9.1,0,36.4,,4,Mixed-Neutral,4.0,fatigue,neutral
PEPCID,3,0,0,0,Cardiovascular,2,Concerning,2.08,fatigue | headache | insomnia | nausea | rash | stomach pain | vomiting | weight loss,negative
FAMOTIDINE,181,15.5,12.2,8.3,Nephrotoxicity,52,Concerning,2.14,diarrhea | headache | nausea | stomach pain,negative
ZANTAC 360,2,0,0,0,,0,Concerning,,,
ULORIC,4,0,25,0,,0,Concerning,2.86,fatigue,positive
PLENDIL,2,0,0,0,,1,Concerning,2.46,dizziness | fatigue | headache | nausea | neuropathy | rash | vomiting,negative
FELODIPINE,148,14.2,3.4,6.1,Hematologic,54,Concerning,3.5,dizziness | fatigue,positive
FENOFIBRATE,192,28.6,17.7,11.5,Nephrotoxicity,82,Concerning,3.0,fatigue | stomach pain,positive
TRICOR,5,20,0,20,,3,Mixed-Neutral,1.33,fatigue | insomnia | vomiting | weight gain,negative
TRIGLIDE,1,0,0,0,,0,Concerning,3.0,stomach pain,negative
FENTANYL-25,27,0,0,22.2,,6,Concerning,3.0,nausea,negative
FENTANYL-100,25,0,0,20,,10,Concerning,3.5,diarrhea,negative
FENTANYL CITRATE,37,13.5,2.7,13.5,,11,Concerning,5.0,,negative
FENTANYL,190,28.9,25.8,7.4,Gastrointestinal,73,Concerning,3.71,dizziness | fatigue | headache | nausea | neuropathy,negative
SUBLIMAZE PRESERVATIVE FREE,6,0,0,50,,2,Mixed-Neutral,,,
FENTORA,1,0,0,0,,1,Concerning,4.5,headache | nausea | vomiting,negative
ACTIQ,1,0,0,0,,0,Concerning,2.87,headache | nausea,negative
INJECTAFER,1,0,0,100,,0,Mixed-Neutral,4.0,headache | nausea,positive
RADIOGARDASE,4,25,0,0,,1,Concerning,,,
FERRLECIT,2,0,0,0,,0,Concerning,2.17,dizziness | fatigue | nausea | stomach pain | tachycardia,neutral
FERAHEME,25,4,0,0,,9,Concerning,3.0,,negative
TOVIAZ,2,0,0,0,,2,Concerning,2.33,,negative
ALLEGRA,182,2.2,0,4.4,Cardiovascular,31,Concerning,1.0,dizziness | fatigue | headache | insomnia,negative
ALLEGRA D 12 HOUR ALLERGY AND CONGESTION,1,0,0,100,,0,Mixed-Neutral,2.69,diarrhea | dizziness | fatigue | insomnia | nausea | neuropathy | stomach pain | vomiting | weight loss,negative
DIFICID,1,0,0,0,,0,Concerning,,,
FINASTERIDE,181,33.1,11.6,18.2,Gastrointestinal,82,Mixed-Neutral,3.33,,negative
PROPECIA,7,0,0,0,,3,Concerning,1.44,fatigue | headache | insomnia,negative
PROSCAR,3,0,0,0,,2,Concerning,2.71,rash | vomiting,negative
GILENYA,45,6.7,2.2,2.2,,16,Concerning,2.71,fatigue | headache | rash | stomach pain | weight gain,negative
FLECAINIDE ACETATE,9,22.2,0,33.3,,4,Mixed-Neutral,3.12,fatigue | nausea,positive
DIFLUCAN,11,18.2,18.2,9.1,,7,Concerning,1.79,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | tachycardia | vomiting,negative
DIFLUCAN IN SODIUM CHLORIDE 0.9%,3,0,0,0,,2,Concerning,3.0,fatigue | headache,negative
FLUCONAZOLE,185,17.8,29.2,11.4,Hematologic,59,Concerning,1.2,diarrhea | fatigue | nausea,negative
FLORINEF,2,0,50,0,,1,Concerning,2.5,fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
FLUNISOLIDE,12,50,0,0,,5,Concerning,2.0,,positive
LIDEX,1,0,0,0,,0,Concerning,4.5,,negative
FML,191,5.2,1.6,11,Cardiovascular,51,Concerning,2.82,headache,negative
FLAREX,1,0,0,0,,1,Concerning,4.0,,neutral
EFUDEX,3,33.3,0,0,,0,Concerning,3.67,dizziness | fatigue | headache | insomnia | nausea,negative
PROZAC,58,6.9,0,5.2,,19,Concerning,2.62,fatigue | headache | insomnia | nausea | stomach pain,negative
FLUOXETINE HYDROCHLORIDE,62,14.5,4.8,8.1,Cardiovascular,17,Concerning,1.67,dizziness,negative
OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,98,0,0,20.4,,35,Mixed-Neutral,,,
SYMBYAX,1,0,0,0,,1,Concerning,3.6,fatigue | weight gain,positive
PROLIXIN,3,0,0,0,,1,Concerning,2.62,weight gain | weight loss,negative
ANSAID,1,0,0,0,,1,Concerning,3.0,,positive
VERAMYST,1,0,0,0,,0,Concerning,1.79,fatigue | headache | insomnia | vomiting,negative
TRELEGY ELLIPTA,3,0,0,0,,3,Concerning,3.0,,positive
FLUTICASONE PROPIONATE,170,17.1,3.5,26.5,,52,Mixed-Neutral,2.0,dizziness | fatigue | headache | insomnia | nausea,negative
FLONASE,5,20,0,0,,2,Concerning,1.07,diarrhea | dizziness | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | vomiting | weight loss,negative
CUTIVATE,2,0,0,0,,1,Concerning,4.67,,negative
FLOVENT DISKUS 50,7,0,0,85.7,,2,Mixed-Neutral,4.0,diarrhea,negative
FLOVENT HFA,2,0,0,0,,1,Concerning,2.56,dizziness | fatigue,negative
FLOVENT,9,0,0,0,,3,Concerning,1.71,fatigue | headache | nausea | neuropathy | rash | stomach pain | vomiting,negative
ADVAIR HFA,2,0,0,0,,1,Mixed-Neutral,4.0,insomnia,positive
LESCOL,1,0,0,0,,1,Concerning,1.0,,positive
LUVOX CR,4,0,0,75,,2,Mixed-Neutral,4.17,insomnia | weight loss,positive
LUVOX,2,0,0,50,,0,Mixed-Neutral,2.85,fatigue | headache | insomnia | nausea | weight gain | weight loss,negative
FLUVOXAMINE MALEATE,12,0,8.3,16.7,,6,Concerning,2.0,,negative
FOLIC ACID,181,21.5,13.8,15.5,Cardiovascular,58,Concerning,,,
GONAL-F,35,11.4,2.9,25.7,,11,Mixed-Neutral,4.5,vomiting,negative
ARIXTRA,7,14.3,0,0,,0,Concerning,5.0,,neutral
FORADIL,3,0,0,0,,1,Concerning,5.0,,positive
DULERA,1,0,0,0,,1,Concerning,1.81,dizziness | fatigue | headache | tachycardia | weight gain,negative
MONOPRIL,1,0,0,0,,0,Concerning,3.56,fatigue,negative
AJOVY,6,0,0,16.7,,1,Concerning,3.5,insomnia | neuropathy,negative
FASLODEX,15,20,20,6.7,,7,Concerning,3.5,fatigue | headache | nausea | stomach pain | vomiting,negative
FUROSEMIDE,182,24.7,20.3,25.8,Cardiovascular,66,Concerning,5.0,,negative
LASIX,37,8.1,2.7,8.1,Nephrotoxicity,13,Concerning,2.62,fatigue | neuropathy | rash | weight loss,negative
GABAPENTIN,176,30.1,24.4,29,Gastrointestinal,59,Mixed-Neutral,2.19,dizziness | fatigue | headache | nausea | neuropathy | rash | weight gain,negative
GABITRIL,2,50,0,0,,1,Concerning,2.88,dizziness | headache | heart attack,negative
GADAVIST,11,18.2,0,18.2,,7,Mixed-Neutral,3.0,,negative
GANIRELIX ACETATE,11,18.2,0,9.1,,3,Concerning,4.0,fatigue,positive
GARDASIL 9 VACCINE,13,0,0,0,,7,Concerning,,,
GARDASIL VACCINE,20,10,0,0,,9,Concerning,5.0,,positive
GASTROGRAFIN,136,19.9,4.4,3.7,,56,Concerning,2.53,diarrhea | fatigue | headache | stomach pain | vomiting,negative
GAVISCON,19,5.3,15.8,26.3,Allergic,9,Mixed-Neutral,3.8,,neutral
GELNIQUE 3%,123,0,0,30.9,,37,Mixed-Neutral,,,
GEMCITABINE HYDROCHLORIDE,28,3.6,0,0,,7,Concerning,1.0,fatigue | nausea,negative
GEMFIBROZIL,191,7.3,6.8,5.2,Cardiovascular,59,Concerning,1.5,fatigue | rash,negative
GEMZAR,5,0,0,0,,1,Concerning,3.75,fatigue | nausea | weight gain,positive
GENOTROPIN PRESERVATIVE FREE,1,0,0,0,,0,Concerning,5.0,headache,positive
GENTAMICIN,192,26,19.8,6.8,Nephrotoxicity,49,Concerning,1.0,,negative
GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,1,0,0,100,,0,Mixed-Neutral,5.0,,positive
GEODON,36,2.8,0,36.1,,8,Mixed-Neutral,2.44,fatigue | headache | nausea,positive
GILDESS FE 1.5/30,4,0,0,0,,1,Concerning,,,
GILDESS FE 1/20,197,0,0,12.7,,70,Concerning,,,
GILENYA,45,6.7,2.2,2.2,,16,Concerning,2.71,fatigue | headache | rash | stomach pain | weight gain,negative
GILOTRIF,4,0,0,0,,2,Concerning,,,
GLATOPA,3,0,33.3,0,,2,Concerning,1.0,,neutral
GLIPIZIDE,153,12.4,7.2,11.8,Cardiovascular,53,Concerning,2.83,weight gain,positive
GLUCOPHAGE,41,12.2,2.4,19.5,Cardiovascular,18,Concerning,2.42,diarrhea | fatigue | headache | insomnia | nausea | stomach pain | vomiting,negative
GLUCOPHAGE XR,8,0,0,12.5,,1,Concerning,2.58,diarrhea | headache | nausea | stomach pain | vomiting,negative
GLUCOTROL,1,0,0,0,,1,Concerning,4.0,,positive
GLUCOTROL XL,1,0,0,0,,1,Concerning,3.12,fatigue | rash | weight gain,positive
GLUCOVANCE,3,0,0,33.3,,0,Mixed-Neutral,3.3,fatigue,positive
GLYBURIDE,190,7.4,2.1,11.6,Hepatotoxicity,31,Concerning,3.5,,negative
GLYCOPYRROLATE,175,6.3,8,32,Cardiovascular,48,Mixed-Neutral,4.0,,negative
GOLYTELY,12,8.3,8.3,0,,3,Concerning,2.46,diarrhea | fatigue | headache | nausea | stomach pain | vomiting,positive
GONAL-F,35,11.4,2.9,25.7,,11,Mixed-Neutral,4.5,vomiting,negative
GRIS-PEG,1,0,0,0,,1,Concerning,,,
GUAIFENESIN,74,13.5,6.8,6.8,,29,Concerning,,,
GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,6,16.7,0,0,,2,Concerning,,,
NEURONTIN,16,6.2,0,0,,5,Concerning,2.92,fatigue | neuropathy | rash | weight gain,negative
HORIZANT,2,0,0,50,,1,Mixed-Neutral,5.0,,positive
MULTIHANCE,15,13.3,0,6.7,,3,Concerning,,,
GADAVIST,11,18.2,0,18.2,,7,Mixed-Neutral,3.0,,negative
OMNISCAN,25,4,0,4,,6,Concerning,1.0,,neutral
MAGNEVIST,57,1.8,3.5,1.8,,14,Concerning,1.0,insomnia | nausea,negative
PROHANCE,8,12.5,0,25,,2,Concerning,1.0,fatigue | nausea,negative
EMGALITY,5,0,0,0,,3,Concerning,3.33,fatigue,positive
GANIRELIX ACETATE,11,18.2,0,9.1,,3,Concerning,4.0,fatigue,positive
GEMCITABINE HYDROCHLORIDE,28,3.6,0,0,,7,Concerning,1.0,fatigue | nausea,negative
GEMZAR,5,0,0,0,,1,Concerning,3.75,fatigue | nausea | weight gain,positive
LOPID,3,0,0,0,,2,Concerning,2.36,diarrhea | fatigue | insomnia | nausea | neuropathy | rash | stomach pain | vomiting,negative
GEMFIBROZIL,191,7.3,6.8,5.2,Cardiovascular,59,Concerning,1.5,fatigue | rash,negative
FACTIVE,16,6.2,0,0,,4,Concerning,1.0,neuropathy | rash,negative
GENTAMICIN,192,26,19.8,6.8,Nephrotoxicity,49,Concerning,1.0,,negative
GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,1,0,0,100,,0,Mixed-Neutral,5.0,,positive
COPAXONE,29,3.4,10.3,3.4,,7,Concerning,2.83,nausea | weight gain | weight loss,negative
GLATOPA,3,0,33.3,0,,2,Concerning,1.0,,neutral
AMARYL,2,0,0,0,,1,Concerning,2.94,diarrhea | dizziness | fatigue | headache | nausea | rash | weight gain,positive
GLUCOTROL,1,0,0,0,,1,Concerning,4.0,,positive
GLUCOTROL XL,1,0,0,0,,1,Concerning,3.12,fatigue | rash | weight gain,positive
GLIPIZIDE,153,12.4,7.2,11.8,Cardiovascular,53,Concerning,2.83,weight gain,positive
DIABETA,12,8.3,0,0,,2,Concerning,1.0,nausea,neutral
GLYBURIDE,190,7.4,2.1,11.6,Hepatotoxicity,31,Concerning,3.5,,negative
GLUCOVANCE,3,0,0,33.3,,0,Mixed-Neutral,3.3,fatigue,positive
GLYCOPYRROLATE,175,6.3,8,32,Cardiovascular,48,Mixed-Neutral,4.0,,negative
SIMPONI,7,28.6,0,57.1,,2,Mixed-Neutral,2.9,fatigue | headache | neuropathy | weight gain,negative
CHORIONIC GONADOTROPIN,179,5,2.2,8.9,,48,Concerning,5.0,,positive
ZOLADEX,13,7.7,0,15.4,,6,Concerning,2.44,fatigue | headache | insomnia | nausea | stomach pain | weight gain | weight loss,negative
GRIFULVIN V,187,0,0,4.3,,44,Concerning,3.0,,positive
GRIS-PEG,1,0,0,0,,1,Concerning,,,
GUAIFENESIN,74,13.5,6.8,6.8,,29,Concerning,,,
MUCINEX,1,0,0,0,,0,Concerning,1.36,dizziness | headache | nausea | vomiting,negative
GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,6,16.7,0,0,,2,Concerning,,,
TENEX,162,1.9,0.6,34,,125,Mixed-Neutral,2.46,fatigue | headache | insomnia | nausea | stomach pain | vomiting,positive
INTUNIV,13,0,0,0,,0,Concerning,1.62,diarrhea | dizziness | fatigue | headache | insomnia | weight gain,positive
HALDOL,8,12.5,12.5,12.5,,2,Concerning,1.35,diarrhea | fatigue | nausea | vomiting,negative
HALOPERIDOL,177,22.6,24.9,16.4,Gastrointestinal,46,Concerning,1.67,fatigue | insomnia | rash | tachycardia,positive
HALOPERIDOL DECANOATE,27,3.7,3.7,0,,10,Concerning,2.0,fatigue,negative
HEPARIN SODIUM,112,5.4,1.8,8.9,Cardiovascular,45,Concerning,,,
"""HEPARIN SODIUM 20",189,0,0,27,,56,Mixed-Neutral,,,
HETLIOZ,3,0,0,33.3,,2,Mixed-Neutral,4.0,,neutral
HORIZANT,2,0,0,50,,1,Mixed-Neutral,5.0,,positive
HUMALOG,34,32.4,0,35.3,,2,Mixed-Neutral,4.44,,positive
HUMATROPE,1,0,0,0,,0,Concerning,4.0,,negative
HUMULIN 70/30,2,0,0,50,,0,Mixed-Neutral,4.67,,positive
HUMULIN R,12,0,0,25,,4,Mixed-Neutral,3.67,weight gain,negative
HYDRALAZINE HCL,2,0,0,0,,2,Mixed-Neutral,1.22,fatigue | headache | heart attack | neuropathy | weight loss,negative
HYDREA,5,0,0,0,,2,Concerning,3.14,diarrhea | fatigue | nausea,positive
HYDROCHLOROTHIAZIDE,156,12.8,10.3,19.9,Nephrotoxicity,53,Mixed-Neutral,1.0,dizziness | fatigue | tachycardia | weight gain,negative
HYDROCORTISONE,157,17.2,26.8,26.1,Hematologic,69,Mixed-Neutral,4.0,weight gain,positive
HYDROMORPHONE HCL,1,0,0,0,,0,Concerning,5.0,,negative
HYDROXYCHLOROQUINE SULFATE,109,9.2,7.3,7.3,,38,Concerning,2.33,diarrhea | insomnia | rash | stomach pain,positive
HYDROXYUREA,172,27.3,19.8,14,Hematologic,54,Concerning,3.33,fatigue,neutral
HYDROXYZINE HCL,3,0,0,0,,1,Concerning,3.0,fatigue | insomnia | nausea,positive
HYDROXYZINE PAMOATE,2,0,0,0,,2,Concerning,3.86,dizziness | fatigue | insomnia,positive
HYTRIN,1,100,0,0,,0,Concerning,3.14,dizziness | fatigue | headache | insomnia | weight gain,positive
HYZAAR,1,0,100,0,,0,Concerning,1.5,fatigue | headache | insomnia | nausea | stomach pain | weight gain,negative
IBANDRONATE SODIUM,6,16.7,33.3,0,,4,Concerning,,,
IBRANCE,17,0,0,5.9,,4,Concerning,1.0,diarrhea | nausea | vomiting,negative
IBU,192,15.6,9.4,3.6,Nephrotoxicity,67,Concerning,3.0,,negative
IBUPROFEN,182,37.4,17,26.4,Allergic,62,Mixed-Neutral,3.87,headache | nausea | rash | stomach pain,negative
ILEVRO,2,0,0,0,,1,Concerning,3.0,,positive
IMBRUVICA,16,0,18.8,0,,3,Concerning,3.29,diarrhea | fatigue | rash,positive
IMDUR,2,0,0,0,,1,Concerning,1.56,diarrhea | headache | heart attack | insomnia | nausea | neuropathy | vomiting,negative
IMIPRAMINE HCL,2,0,0,0,,1,Concerning,3.55,insomnia,positive
IMIQUIMOD,178,28.1,11.2,19.1,Allergic,54,Concerning,,,
IMITREX,1,0,100,0,,0,Concerning,4.15,dizziness | fatigue | headache | nausea | neuropathy | stomach pain | vomiting,positive
IMODIUM,13,7.7,0,7.7,Gastrointestinal,2,Concerning,2.14,diarrhea | fatigue | headache | nausea | stomach pain,negative
IMODIUM ADVANCED,185,0,0,11.4,,24,Concerning,1.0,vomiting,negative
INDERAL,6,0,0,0,,2,Concerning,3.29,diarrhea | fatigue | headache | insomnia | weight gain,negative
INDOCIN,3,0,0,0,,1,Concerning,3.58,diarrhea | dizziness | headache | neuropathy | stomach pain,negative
INDOMETHACIN,189,25.4,12.7,13.2,Hematologic,55,Concerning,1.08,diarrhea | dizziness | headache | nausea | neuropathy | rash | stomach pain | vomiting | weight gain,negative
INGREZZA,1,0,0,0,,1,Concerning,1.0,nausea,negative
INVEGA,16,0,6.2,12.5,Cardiovascular,5,Concerning,2.21,fatigue | insomnia | weight gain,negative
INVEGA SUSTENNA,8,0,12.5,12.5,,3,Concerning,1.07,fatigue | headache | insomnia | tachycardia | weight gain,negative
INVEGA TRINZA,1,0,0,0,,0,Concerning,3.67,fatigue | weight gain,positive
IPRATROPIUM BROMIDE,105,8.6,4.8,19,,31,Concerning,5.0,,negative
ISENTRESS,2,0,0,0,,0,Concerning,5.0,,neutral
ISONIAZID,176,15.3,25.6,14.2,Hepatotoxicity,50,Concerning,,,
ISOPTIN,1,0,100,0,,1,Concerning,1.0,,negative
ISORDIL,1,0,0,0,,1,Concerning,2.5,fatigue | headache | nausea | vomiting,negative
ISOSORBIDE DINITRATE,152,9.2,3.9,16.4,Hepatotoxicity,53,Concerning,,,
ISOSORBIDE MONONITRATE,70,12.9,5.7,25.7,Cardiovascular,26,Mixed-Neutral,1.75,headache | nausea | weight gain,negative
ISRADIPINE,64,15.6,9.4,14.1,,24,Concerning,1.0,,neutral
ITRACONAZOLE,185,28.1,13.5,8.6,,52,Concerning,2.5,diarrhea | dizziness | fatigue,positive
IVERMECTIN,174,37.9,24.7,16.1,Gastrointestinal,58,Concerning,5.0,fatigue | rash,positive
JAKAFI,9,0,22.2,0,,4,Concerning,2.5,weight gain | weight loss,positive
JANUMET,7,0,0,28.6,,4,Mixed-Neutral,2.4,diarrhea | headache | nausea,negative
JANUVIA,7,14.3,0,14.3,,2,Mixed-Neutral,1.2,diarrhea | fatigue | headache | nausea | stomach pain | vomiting | weight gain,negative
KADIAN,125,0,0,1.6,,59,Concerning,3.56,fatigue | nausea,positive
KALETRA,50,12,8,8,,6,Concerning,5.0,diarrhea,positive
KENALOG,39,12.8,2.6,5.1,,21,Concerning,1.43,diarrhea | fatigue | headache | insomnia | nausea | stomach pain | tachycardia | vomiting | weight loss,negative
KENALOG-40,4,0,0,0,,3,Concerning,1.71,fatigue | headache | insomnia | nausea | neuropathy | rash | stomach pain | tachycardia | vomiting,negative
KEPPRA,37,5.4,2.7,13.5,,12,Concerning,1.76,dizziness | fatigue | headache | vomiting | weight gain,negative
KETALAR,5,0,0,20,,3,Mixed-Neutral,5.0,,positive
KETAMINE HYDROCHLORIDE,53,1.9,3.8,15.1,,16,Concerning,2.6,,positive
KETEK,9,0,0,0,,5,Concerning,1.6,headache | nausea | rash | vomiting,negative
KETOCONAZOLE,185,13.5,9.2,5.4,,56,Concerning,3.0,headache | nausea | stomach pain | vomiting,negative
KEYTRUDA,96,9.4,16.7,3.1,,39,Concerning,3.5,rash | vomiting,negative
KLARON,53,0,0,13.2,,23,Concerning,4.16,rash | stomach pain,positive
